Floating wood at Chazey for flood on 20080407
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
11-Apr-2008  11:20:33 0.51  0.13  68.82  1.98  6.57 -0.95  0  0  0  0 
11-Apr-2008  11:20:40 1.20  0.07  73.35  1.44  11.15 -2.64  0  0  0  1 
11-Apr-2008  11:20:46 0.76  0.08  71.52  2.68  12.46 -2.81  0  0  0  0 
11-Apr-2008  11:20:51 1.01  0.11  73.12  0.14  10.35 -2.20  0  1  0  1 
11-Apr-2008  11:20:51 0.48  0.07  71.68  0.67  5.80 -1.01  0  0  0  0 
11-Apr-2008  11:21:00 0.84  0.06  72.79  1.74  7.79 -1.41  0  0  0  1 
11-Apr-2008  11:21:01 0.44  0.04  72.37  2.35  10.82 -2.23  0  0  0  0 
11-Apr-2008  11:21:02 0.67  0.09  72.63  0.31  9.46 -2.19  1  1  0  0 
11-Apr-2008  11:21:05 0.27  0.03  76.09  2.99  4.88 -0.90  0  0  0  0 
11-Apr-2008  11:21:13 2.56  0.14  76.17  1.69  8.46 -2.19  0  0  0  1 
11-Apr-2008  11:21:15 0.96  0.07  71.25  2.09  7.33 -1.35  0  0  0  0 
11-Apr-2008  11:21:19 0.68  0.08  71.13  1.74  7.63 -1.18  0  1  0  1 
11-Apr-2008  11:21:27 1.35  0.07  71.14  1.60  7.97 -1.39  0  0  0  0 
11-Apr-2008  11:21:45 0.72  0.12  68.76  1.87  14.13 -2.76  0  0  0  0 
11-Apr-2008  11:21:50 0.88  0.24  65.71  1.47  9.09 -1.19  0  0  0  0 
11-Apr-2008  11:21:52 1.32  0.12  71.09  2.20  10.10 -2.15  0  0  0  1 
11-Apr-2008  11:21:57 1.18  0.11  72.99  2.56  10.18 -2.15  1  0  0  1 
11-Apr-2008  11:21:57 1.87  0.06  74.47  1.31  11.33 -2.65  1  0  0  1 
11-Apr-2008  11:21:59 1.54  0.12  73.65  0.87  7.40 -1.33  0  0  0  1 
11-Apr-2008  11:22:22 1.13  0.07  74.41  0.60  12.11 -2.84  0  0  0  1 
11-Apr-2008  11:22:44 0.41  0.12  71.19  2.08  12.04 -2.81  0  0  0  0 
11-Apr-2008  11:22:57 0.51  0.19  64.79  2.06  16.39 -2.45  0  0  0  1 
11-Apr-2008  11:23:02 0.98  0.11  72.61  0.57  11.06 -2.52  0  1  0  1 
11-Apr-2008  11:23:05 1.97  0.14  66.80  0.56  8.64 -1.16  0  1  0  0 
11-Apr-2008  11:23:13 0.79  0.10  67.51  1.08  6.22 -0.87  0  0  0  0 
11-Apr-2008  11:23:17 0.80  0.08  72.00  1.21  5.79 -1.28  0  0  0  0 
11-Apr-2008  11:23:22 2.69  0.14  64.99  1.72  6.32 -0.85  0  1  0  1 
11-Apr-2008  11:23:22 9.21  0.35  65.67  3.00  7.40 -0.87  1  1  1  1 
11-Apr-2008  11:23:24 2.27  0.13  67.72 -2.54  12.23  3.95  1  1  1  0 
11-Apr-2008  11:23:26 0.41  0.15  69.25  2.78  6.80 -0.89  0  0  0  0 
