Floating wood at Chazey for flood on 20080407
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
13-Apr-2008  13:06:07 0.97  0.08  72.66  0.01  9.21 -0.08  0  0  0  0 
13-Apr-2008  13:06:18 1.56  0.18  68.51  2.30  8.80 -0.07  0  0  0  0 
13-Apr-2008  13:08:18 0.63  0.14  72.24  1.49  11.38 -0.19  0  0  0  0 
13-Apr-2008  13:09:47 0.75  0.10  69.21  1.95  6.22  0.02  0  0  0  0 
13-Apr-2008  13:10:02 0.31  0.08  70.93  2.10  5.78 -0.02  0  0  0  0 
13-Apr-2008  13:10:09 0.31  0.19  69.52  1.93  4.86 -0.02  0  0  0  0 
13-Apr-2008  13:10:49 0.52  0.10  67.92  0.55  8.54 -0.12  0  0  0  0 
13-Apr-2008  13:11:30 1.25  0.23  66.32  0.32  9.81 -0.07  0  0  0  0 
13-Apr-2008  13:11:37 0.81  0.22  66.29  1.43  7.22 -0.01  0  0  0  0 
13-Apr-2008  13:11:42 0.92  0.23  64.93  0.28  7.46 -0.07  0  0  0  0 
13-Apr-2008  13:11:43 1.22  0.18  64.48  2.72  11.17 -0.11  0  0  0  0 
13-Apr-2008  13:11:49 1.71  0.31  63.78  2.62  6.63 -0.03  0  0  0  0 
13-Apr-2008  13:12:02 0.32  0.13  72.66  1.17  8.86 -0.00  0  0  0  0 
13-Apr-2008  13:12:30 1.18  0.21  68.14  0.57  6.62 -0.03  0  0  0  0 
13-Apr-2008  13:12:48 0.52  0.06  78.48  1.31  7.90 -0.21  0  0  0  0 
13-Apr-2008  13:12:57 0.76  0.10  70.20  2.16  7.93 -0.05  0  0  0  0 
13-Apr-2008  13:13:17 1.16  0.18  66.62  0.45  7.19 -0.04  0  0  0  0 
13-Apr-2008  13:13:21 0.88  0.12  72.72  2.70  6.43 -0.02  0  0  0  0 
13-Apr-2008  13:14:17 0.39  0.10  74.55  1.22  6.83 -0.01  0  0  0  0 
13-Apr-2008  13:14:25 0.31  0.15  71.67  1.14  9.51 -0.26  0  0  0  0 
13-Apr-2008  13:15:20 0.64  0.09  75.09  1.34  5.15 -0.05  0  0  0  0 
13-Apr-2008  13:15:52 0.94  0.05  70.07 -3.05  5.62  3.19  0  0  0  0 
13-Apr-2008  13:16:43 0.90  0.10  73.43  0.55  12.25 -0.15  0  0  0  0 
13-Apr-2008  13:17:13 0.71  0.11  67.04  0.90  6.30 -0.05  0  0  0  0 
13-Apr-2008  13:17:14 0.63  0.17  70.60  0.29  10.29 -0.11  0  0  0  0 
13-Apr-2008  13:18:41 0.47  0.15  71.35  2.41  5.39 -0.00  0  0  0  0 
13-Apr-2008  13:19:16 0.88  0.09  74.35  2.48  5.06 -0.04  0  0  0  0 
