Floating wood at Chazey for flood on 20071203
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
11-Dec-2007  16:05:17 0.97  0.14  70.86  1.39  7.92 -2.93  0  0  0  0 
11-Dec-2007  16:05:58 8.64  0.44  74.79  1.70  10.13 -5.93  1  0  0  0 
11-Dec-2007  16:06:24 0.49  0.06  73.59  0.77  8.10  1.66  0  0  0  0 
11-Dec-2007  16:08:07 0.41  0.11  74.87  1.87  10.59 -6.24  0  0  0  0 
11-Dec-2007  16:09:24 0.94  0.05  69.73  2.87  7.83 -3.19  0  0  0  0 
11-Dec-2007  16:10:34 0.65  0.10  73.07  0.55  8.65  1.72  0  0  0  0 
11-Dec-2007  16:10:48 1.86  0.15  73.42  0.74  7.10  1.28  0  0  0  0 
11-Dec-2007  16:11:27 0.70  0.11  73.84  1.67  7.24 -3.43  0  0  0  0 
11-Dec-2007  16:11:42 1.10  0.09  75.08  1.14  6.44  1.29  0  0  0  0 
11-Dec-2007  16:13:01 1.78  0.19  69.90  0.80  8.56  1.39  1  0  0  0 
11-Dec-2007  16:13:52 0.68  0.12  72.31  2.79  9.60 -4.40  0  0  0  0 
11-Dec-2007  16:14:04 1.19  0.13  73.93  0.78  15.20  3.46  0  0  0  0 
11-Dec-2007  16:14:24 1.77  0.10  74.20  1.44  8.37 -4.31  0  0  0  0 
11-Dec-2007  16:14:48 1.03  0.04  75.58  1.13  6.37  1.25  0  0  0  0 
11-Dec-2007  16:15:23 1.02  0.15  73.39  0.78  14.57  3.07  0  0  0  0 
11-Dec-2007  16:16:57 1.95  0.20  71.68  1.55  6.98 -2.96  0  0  0  0 
11-Dec-2007  16:18:01 1.03  0.11  73.58  2.80  7.15 -3.34  0  0  0  0 
11-Dec-2007  16:18:03 0.61  0.06  74.45  1.08  11.24  2.46  0  0  0  0 
11-Dec-2007  16:18:48 1.01  0.15  75.66  0.67  5.97  1.18  0  0  0  0 
11-Dec-2007  16:19:41 0.79  0.11  75.32  1.22  16.93  4.26  0  0  0  0 
