Floating wood at Chazey for flood on 20071203
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
11-Dec-2007  10:49:54 0.43  0.10  70.23  2.15  8.47 -3.21  0  0  0  0 
11-Dec-2007  10:50:14 0.63  0.08  73.44  0.58  8.39  1.35  0  0  0  0 
11-Dec-2007  10:51:42 1.22  0.07  74.55  0.51  7.81  1.33  0  0  0  0 
11-Dec-2007  10:52:18 0.81  0.10  70.05  0.85  9.72  1.36  0  0  0  0 
11-Dec-2007  10:52:24 0.55  0.04  76.71  1.26  5.74  1.02  0  0  0  0 
11-Dec-2007  10:52:51 0.48  0.11  74.27  1.84  7.84 -4.47  0  0  0  0 
11-Dec-2007  10:53:12 3.02  0.21  71.53  2.71  12.12 -6.70  1  1  0  1 
11-Dec-2007  10:53:28 0.27  0.02  79.91  0.68  4.62  1.06  0  0  0  0 
11-Dec-2007  10:54:00 0.38  0.16  70.58  1.40  9.49  1.43  0  0  0  0 
11-Dec-2007  10:54:06 0.66  0.06  73.85  2.79  6.05 -2.63  0  0  0  0 
11-Dec-2007  10:54:10 0.32  0.05  74.72  1.36  7.56  1.34  0  0  0  0 
11-Dec-2007  10:54:13 0.42  0.04  76.74  1.69  5.93 -3.35  0  0  0  0 
11-Dec-2007  10:54:27 0.80  0.09  69.29  0.04  14.56  2.13  0  0  0  0 
11-Dec-2007  10:54:33 1.02  0.13  72.68  0.87  9.06  1.45  0  0  1  0 
11-Dec-2007  10:54:33 1.85  0.10  71.38  0.01  9.86  1.37  0  0  1  0 
11-Dec-2007  10:54:34 2.21  0.11  72.84  0.55  9.27  1.42  0  0  1  0 
11-Dec-2007  10:54:34 0.79  0.09  73.08  2.52  9.10 -4.48  0  0  1  0 
11-Dec-2007  10:54:35 1.06  0.11  74.75  1.57  20.44  4.09  0  0  1  0 
11-Dec-2007  10:54:35 0.62  0.15  72.97  2.06  11.53 -6.48  0  0  0  0 
11-Dec-2007  10:54:35 0.53  0.07  73.84  1.01  20.43  4.16  0  0  0  0 
11-Dec-2007  10:54:35 0.65  0.14  72.00  1.08  9.52  1.28  0  0  0  0 
11-Dec-2007  10:54:35 0.39  0.13  72.82  1.38  8.49  1.43  0  0  0  0 
11-Dec-2007  10:54:36 2.42  0.17  68.12  0.28  8.98  1.00  0  0  0  0 
11-Dec-2007  10:54:36 1.71  0.17  69.14  0.20  14.34  2.05  0  0  0  0 
11-Dec-2007  10:54:37 0.48  0.09  70.93  1.23  9.14  1.40  0  0  0  0 
11-Dec-2007  10:54:36 0.84  0.27  59.97  0.48  12.81  1.35  0  0  0  0 
11-Dec-2007  10:54:36 0.50  0.11  73.68  1.37  11.46  2.14  0  0  0  0 
11-Dec-2007  10:54:37 0.94  0.07  72.13  1.60  9.19  1.37  0  0  0  0 
11-Dec-2007  10:54:37 0.57  0.07  73.90  0.82  11.20  2.08  0  0  1  0 
11-Dec-2007  10:54:37 1.34  0.07  74.23  2.36  11.12 -6.56  0  0  1  0 
11-Dec-2007  10:54:37 0.78  0.11  74.68  1.08  10.69  2.05  0  0  1  0 
11-Dec-2007  10:54:37 0.52  0.07  74.69  1.79  19.88 -13.12  0  0  0  0 
11-Dec-2007  10:54:37 0.46  0.06  73.61  1.37  20.90  4.11  0  0  0  0 
11-Dec-2007  10:54:36 0.80  0.18  70.58  2.75  10.04 -4.34  0  0  1  0 
11-Dec-2007  10:54:36 0.93  0.25  64.35  1.20  7.89  0.81  0  0  0  0 
11-Dec-2007  10:54:36 0.45  0.10  69.98  2.11  10.16 -4.38  0  0  1  0 
11-Dec-2007  10:54:36 0.71  0.13  73.18  2.21  8.74 -4.34  0  0  0  0 
11-Dec-2007  10:54:36 0.46  0.09  70.21  0.89  13.47  2.04  0  0  0  0 
