Floating wood at Chazey for flood on 20071203
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
10-Dec-2007  15:51:31 2.54  0.19  71.57  1.25  5.83  0.46  0  0  0  0 
10-Dec-2007  15:51:32 1.01  0.11  70.05  0.64  5.97  0.44  0  0  0  0 
10-Dec-2007  15:51:39 1.17  0.11  73.83  1.65  6.17  0.61  0  0  0  0 
10-Dec-2007  15:51:53 1.93  0.18  72.12  1.73  5.72  0.47  0  1  0  0 
10-Dec-2007  15:52:06 0.77  0.11  70.70  0.49  9.59  0.95  0  0  0  0 
10-Dec-2007  15:52:17 1.97  0.18  71.54  1.48  5.15  0.39  0  0  0  0 
10-Dec-2007  15:52:23 0.57  0.05  74.47  1.26  4.23  0.36  0  0  0  0 
10-Dec-2007  15:52:25 1.34  0.27  65.65  2.70  7.72 -5.05  0  0  0  0 
10-Dec-2007  15:52:31 1.26  0.25  59.36  0.52  5.94  0.31  0  0  0  0 
10-Dec-2007  15:53:02 1.98  0.15  73.56  2.18  5.80  0.63  0  0  0  1 
10-Dec-2007  15:53:08 0.72  0.12  72.41  1.11  5.58  0.43  0  0  0  0 
10-Dec-2007  15:53:31 1.42  0.13  72.04  0.67  8.72  0.94  0  0  0  0 
10-Dec-2007  15:53:33 2.85  0.14  68.34  0.56  6.02  0.37  0  0  0  0 
10-Dec-2007  15:53:44 1.34  0.12  72.41  1.10  5.18  0.46  0  0  0  0 
10-Dec-2007  15:53:50 0.62  0.10  74.91  1.34  7.26  0.93  0  0  0  0 
10-Dec-2007  15:54:03 0.81  0.11  73.23  1.43  8.35  0.93  0  0  0  0 
10-Dec-2007  15:54:04 1.06  0.09  72.25  0.91  7.96  0.97  0  0  0  0 
10-Dec-2007  15:54:32 0.73  0.07  72.13  1.61  5.35  0.48  0  0  0  0 
10-Dec-2007  15:54:45 1.18  0.12  72.98  1.21  8.71  0.96  0  0  0  0 
10-Dec-2007  15:54:54 0.59  0.12  73.19  0.41  7.94  0.87  0  0  0  0 
10-Dec-2007  15:55:05 0.45  0.14  71.02  1.84  6.18  0.49  0  0  0  0 
10-Dec-2007  15:55:10 0.70  0.18  69.65  0.64  6.62  0.50  0  0  0  0 
10-Dec-2007  15:55:23 0.43  0.08  71.93  0.79  5.79  0.47  0  0  0  0 
10-Dec-2007  15:55:41 0.34  0.13  75.68  1.58  5.11  0.64  0  0  0  0 
10-Dec-2007  15:55:46 1.19  0.10  71.14  0.75  5.24  0.36  0  0  0  0 
10-Dec-2007  15:55:55 0.99  0.07  72.03  0.75  5.25  0.37  0  0  0  0 
10-Dec-2007  15:56:07 1.77  0.22  70.62  1.67  7.02  0.64  0  1  0  1 
10-Dec-2007  15:56:10 3.42  0.36  72.09  1.06  5.43  0.39  0  0  0  0 
10-Dec-2007  15:56:32 0.72  0.16  71.24  1.99  9.07  0.95  0  0  0  0 
10-Dec-2007  15:57:22 0.43  0.11  73.73  1.73  7.96  0.87  0  0  0  0 
10-Dec-2007  15:57:29 0.71  0.08  73.60  0.72  5.35  0.47  0  0  0  0 
10-Dec-2007  15:57:29 1.05  0.11  70.93  0.88  7.22  0.65  0  0  0  0 
10-Dec-2007  15:57:34 0.73  0.10  74.23  1.48  6.09  0.65  0  0  0  0 
10-Dec-2007  15:57:40 4.07  0.16  65.75  0.06  5.92  0.38  0  0  0  0 
10-Dec-2007  15:57:47 0.75  0.07  71.75  0.95  5.41  0.43  0  0  0  0 
10-Dec-2007  15:57:50 0.51  0.13  72.01  1.12  6.94  0.60  0  0  0  0 
10-Dec-2007  15:58:41 0.77  0.34  69.18  0.77  12.22  1.22  0  0  0  0 
10-Dec-2007  15:59:18 1.26  0.19  71.67  0.96  6.06  0.49  0  0  0  0 
10-Dec-2007  16:00:27 0.74  0.26  66.37  0.78  9.20  0.77  0  0  0  0 
10-Dec-2007  16:00:27 0.79  0.23  68.89  1.67  5.95  0.30  0  0  0  0 
10-Dec-2007  16:00:41 0.53  0.08  75.41  1.12  4.56  0.52  0  0  0  0 
10-Dec-2007  16:00:42 0.44  0.09  74.30  1.90  4.55  0.37  0  0  0  0 
10-Dec-2007  16:00:54 0.58  0.18  68.17  1.56  6.69  0.48  0  0  0  0 
10-Dec-2007  16:01:10 0.78  0.16  64.51  0.85  6.68  0.42  0  0  0  0 
10-Dec-2007  16:01:35 1.20  0.14  68.79  0.62  6.02  0.43  0  0  0  0 
10-Dec-2007  16:01:40 0.29  0.03  77.01  0.97  3.87  0.48  0  0  0  0 
10-Dec-2007  16:01:44 0.78  0.12  72.71  1.21  5.93  0.62  0  0  0  0 
10-Dec-2007  16:01:56 0.51  0.16  71.41  2.29  6.71  0.48  0  0  0  0 
10-Dec-2007  16:02:12 0.77  0.14  73.96  0.93  4.27  0.37  0  0  0  0 
10-Dec-2007  16:02:28 1.19  0.30  59.70  0.79  5.72  0.24  0  0  0  0 
10-Dec-2007  16:02:31 0.88  0.15  69.19  1.22  5.72  0.38  0  0  0  0 
10-Dec-2007  16:02:51 1.31  0.22  66.38  1.17  7.81  0.55  0  0  0  0 
10-Dec-2007  16:02:57 0.73  0.19  71.62  1.79  6.08  0.45  0  0  0  0 
10-Dec-2007  16:03:07 1.14  0.12  67.16  2.02  6.31  0.42  0  0  0  0 
10-Dec-2007  16:03:29 1.08  0.16  67.27  0.53  6.00  0.38  0  0  0  0 
10-Dec-2007  16:03:31 0.50  0.13  73.84  1.82  9.60  1.21  0  0  0  0 
10-Dec-2007  16:03:37 0.69  0.21  66.10  1.57  6.62  0.45  0  0  0  0 
10-Dec-2007  16:04:00 0.55  0.08  75.61  1.47  5.88  0.58  0  0  0  0 
10-Dec-2007  16:04:05 0.93  0.12  72.53  1.48  6.62  0.61  0  0  0  0 
10-Dec-2007  16:04:09 1.72  0.14  70.32  1.14  5.76  0.47  0  0  0  0 
10-Dec-2007  16:04:12 1.03  0.17  70.19  0.64  6.31  0.48  0  0  0  0 
10-Dec-2007  16:04:13 0.62  0.12  73.46  1.55  9.85  1.21  0  0  0  0 
10-Dec-2007  16:04:24 1.84  0.29  66.09  0.46  5.66  0.40  0  0  0  0 
10-Dec-2007  16:04:34 0.51  0.07  72.20  1.74  7.43  0.71  0  0  0  0 
10-Dec-2007  16:04:40 1.14  0.20  66.43  1.42  7.75  0.57  0  0  0  0 
