Floating wood at Chazey for flood on 20071122
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
23-Nov-2007  10:08:16 0.39  0.07  71.76  1.21  7.89 -3.85  0  0  0  0 
23-Nov-2007  10:08:18 0.27  0.06  75.06  2.11  5.77 -3.22  0  0  0  0 
23-Nov-2007  10:08:21 0.59  0.08  71.72  0.77  8.69  2.90  0  0  0  0 
23-Nov-2007  10:08:22 0.56  0.07  71.56  1.02  7.69 -3.92  0  0  0  0 
23-Nov-2007  10:08:23 0.30  0.14  71.30  1.15  8.39 -4.84  0  0  0  0 
23-Nov-2007  10:08:24 0.35  0.15  70.43  0.93  8.61 -4.84  0  0  0  0 
23-Nov-2007  10:08:25 0.82  0.19  68.15  2.04  10.41 -5.10  0  0  0  0 
23-Nov-2007  10:08:30 0.47  0.05  76.13  0.88  11.52 -9.52  0  0  0  0 
23-Nov-2007  10:08:34 1.02  0.08  76.14  1.81  7.25 -5.14  0  0  0  0 
23-Nov-2007  10:08:35 0.97  0.03  77.54  1.63  7.62 -6.49  0  0  0  0 
23-Nov-2007  10:08:46 1.33  0.19  68.17  1.41  6.67 -2.80  0  0  0  0 
23-Nov-2007  10:08:47 0.55  0.11  67.20  2.73  6.15 -2.13  0  0  0  0 
23-Nov-2007  10:08:52 0.84  0.11  68.66  2.11  7.80 -3.33  0  0  0  0 
23-Nov-2007  10:08:53 0.84  0.08  69.54  1.12  8.49 -3.99  0  0  0  0 
23-Nov-2007  10:08:55 0.45  0.08  68.11  1.40  18.27 -10.33  0  0  0  0 
23-Nov-2007  10:08:56 0.77  0.19  71.20  1.12  7.33 -3.86  0  1  0  0 
23-Nov-2007  10:08:57 0.59  0.16  70.29  0.99  8.65 -5.03  0  0  0  0 
23-Nov-2007  10:08:58 0.73  0.15  72.87  1.49  6.90 -3.31  0  1  0  0 
23-Nov-2007  10:08:59 1.44  0.16  69.30  1.17  7.29 -3.33  0  0  0  0 
23-Nov-2007  10:09:02 0.71  0.10  69.95  1.97  7.79 -4.10  0  0  0  0 
23-Nov-2007  10:09:05 1.48  0.14  70.70  1.73  6.51 -2.78  0  1  0  0 
23-Nov-2007  10:09:13 1.03  0.05  73.23  0.09  10.26  3.98  0  0  1  0 
23-Nov-2007  10:09:13 3.03  0.20  72.87  1.47  5.41 -2.48  0  0  0  0 
23-Nov-2007  10:09:16 0.78  0.12  72.65  1.36  10.25 -6.67  0  0  0  0 
23-Nov-2007  10:09:17 1.20  0.09  71.56  0.76  7.51  2.39  0  0  0  0 
23-Nov-2007  10:09:33 3.08  0.20  72.91  1.33  6.10 -2.79  0  0  0  0 
23-Nov-2007  10:09:38 1.75  0.10  72.27  0.58  8.44  2.93  0  0  0  0 
23-Nov-2007  10:09:39 0.76  0.09  72.07  0.76  8.51  2.83  0  1  1  0 
