Floating wood at Chazey for flood on 20071122
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
23-Nov-2007  16:05:21 0.99  0.14  70.67  1.39  7.17 -2.67  0  0  0  1 
23-Nov-2007  16:05:26 0.88  0.21  71.77  1.15  13.68 -6.06  0  0  0  1 
23-Nov-2007  16:05:28 0.79  0.10  73.70  1.11  6.18 -2.32  0  0  0  0 
23-Nov-2007  16:05:29 1.22  0.14  73.80  2.00  8.29 -3.63  0  1  1  1 
23-Nov-2007  16:05:33 0.75  0.08  73.62  2.18  8.17 -3.70  0  0  0  1 
23-Nov-2007  16:05:37 2.79  0.14  71.56  1.08  10.62 -4.62  0  0  0  1 
23-Nov-2007  16:05:38 0.76  0.07  71.93  1.55  8.92 -3.75  0  0  0  0 
23-Nov-2007  16:05:45 1.50  0.07  71.81  2.84  9.14 -3.73  0  0  0  1 
23-Nov-2007  16:05:50 0.62  0.12  71.94  2.53  9.32 -3.70  0  0  0  0 
23-Nov-2007  16:05:51 0.51  0.14  72.52  2.57  8.87 -3.70  0  0  0  0 
23-Nov-2007  16:05:53 0.73  0.13  72.19  1.11  8.41 -3.71  0  0  0  1 
23-Nov-2007  16:06:04 0.83  0.19  69.87  2.05  11.35 -4.57  0  0  0  0 
23-Nov-2007  16:06:19 0.59  0.08  76.27  1.20  8.57 -4.72  0  0  0  0 
23-Nov-2007  16:06:27 1.33  0.13  71.58  1.43  8.30 -3.04  0  0  0  1 
23-Nov-2007  16:06:31 2.30  0.21  70.97  1.09  7.43 -2.66  0  0  0  1 
23-Nov-2007  16:06:35 0.52  0.08  71.48  1.96  20.13 -9.30  0  0  0  0 
23-Nov-2007  16:06:37 2.20  0.28  70.44  1.97  8.72 -3.11  1  0  0  1 
23-Nov-2007  16:06:44 0.44  0.06  78.01  1.18  8.32 -4.77  0  0  0  1 
23-Nov-2007  16:06:51 0.66  0.18  72.35  1.37  8.82 -3.71  0  0  0  1 
23-Nov-2007  16:06:56 1.03  0.07  72.64  0.79  9.41 -3.71  0  1  1  1 
23-Nov-2007  16:07:01 0.55  0.16  70.33  1.25  14.70 -5.98  0  0  0  0 
23-Nov-2007  16:07:12 0.64  0.11  73.46  2.38  10.29 -4.60  0  1  0  1 
23-Nov-2007  16:07:15 0.56  0.06  73.94  1.36  18.42 -9.68  0  0  0  0 
23-Nov-2007  16:07:19 0.51  0.05  75.47  1.92  9.17 -4.72  0  0  0  0 
23-Nov-2007  16:07:19 0.47  0.07  71.31  0.95  11.51 -4.81  0  0  0  0 
23-Nov-2007  16:07:21 1.18  0.32  60.08  1.51  8.09 -2.09  0  0  0  0 
23-Nov-2007  16:07:23 0.57  0.15  71.82  0.90  10.73 -4.68  0  0  0  0 
23-Nov-2007  16:07:27 0.35  0.13  71.40  1.19  9.63 -3.58  0  0  1  1 
23-Nov-2007  16:07:45 1.28  0.14  73.74  0.74  13.27 -6.17  0  1  0  1 
23-Nov-2007  16:07:45 0.42  0.07  72.08  0.89  10.83 -4.56  0  0  0  0 
23-Nov-2007  16:07:47 0.70  0.04  76.09  0.69  7.34 -3.71  0  0  0  0 
23-Nov-2007  16:07:51 0.88  0.12  74.24  0.54  7.67  2.52  0  0  0  0 
23-Nov-2007  16:07:54 0.41  0.08  72.66  2.02  13.01 -6.28  0  0  0  1 
23-Nov-2007  16:08:02 1.18  0.20  70.15  2.18  14.88 -6.40  0  0  0  0 
23-Nov-2007  16:08:05 0.44  0.08  70.22  1.90  9.95 -3.82  0  0  0  0 
23-Nov-2007  16:08:08 0.89  0.13  72.02  1.38  10.99 -4.81  0  0  0  1 
23-Nov-2007  16:08:11 0.75  0.07  72.61  0.95  10.90 -4.97  0  0  0  1 
