Floating wood at Chazey for flood on 20071122
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
23-Nov-2007  11:56:44 1.26  0.13  71.62  1.73  6.54 -2.43  0  0  0  0 
23-Nov-2007  11:56:47 0.48  0.07  73.79  1.85  8.34 -4.84  0  0  0  0 
23-Nov-2007  11:56:48 0.86  0.06  70.82 -3.08  8.61  2.42  0  0  0  0 
23-Nov-2007  11:56:50 1.46  0.10  68.36  0.75  8.71  1.97  0  0  0  0 
23-Nov-2007  11:56:52 0.42  0.08  70.21  0.49  8.74  2.34  0  0  0  0 
23-Nov-2007  11:56:56 1.27  0.12  72.50  1.89  6.39 -2.77  0  0  0  0 
23-Nov-2007  11:56:57 0.71  0.12  70.15  2.34  12.87 -6.63  0  0  0  0 
23-Nov-2007  11:56:58 0.52  0.04  75.24  0.76  6.93  2.33  0  0  0  0 
23-Nov-2007  11:57:01 1.25  0.14  67.26  2.20  11.37 -4.81  0  0  0  0 
23-Nov-2007  11:57:02 0.52  0.06  71.37  1.13  10.06 -4.90  0  0  0  0 
23-Nov-2007  11:57:06 2.10  0.08  69.98  1.43  8.88 -3.93  0  0  0  0 
23-Nov-2007  11:57:08 1.06  0.10  67.14  1.42  9.27 -3.86  0  0  0  0 
23-Nov-2007  11:57:11 1.28  0.21  71.21  0.95  8.68 -3.87  0  0  0  0 
23-Nov-2007  11:57:13 0.58  0.09  74.21  1.35  7.86 -3.93  0  0  0  0 
23-Nov-2007  11:57:18 1.61  0.08  71.81  0.94  6.87 -2.77  0  0  0  0 
23-Nov-2007  11:57:22 0.52  0.08  76.88  1.01  24.78 -19.55  0  1  1  1 
23-Nov-2007  11:57:22 0.87  0.04  75.98  2.30  6.52 -3.97  0  0  0  0 
23-Nov-2007  11:57:31 0.43  0.04  75.87  2.59  13.67 -9.64  0  0  0  0 
23-Nov-2007  11:57:41 0.33  0.10  71.09  0.69  11.99  3.77  0  0  0  0 
23-Nov-2007  11:57:43 2.76  0.13  72.66  0.68  7.05  2.00  0  0  0  0 
23-Nov-2007  11:57:44 0.44  0.05  76.26  1.74  13.18 -9.49  0  0  0  0 
23-Nov-2007  11:57:46 0.59  0.05  74.72  1.26  10.43 -6.71  0  0  0  0 
23-Nov-2007  11:57:47 1.44  0.13  72.13  1.91  8.10 -3.92  0  0  1  0 
23-Nov-2007  11:57:48 0.84  0.08  71.65  0.66  9.91  2.99  0  0  1  0 
23-Nov-2007  11:57:48 0.74  0.12  69.97  2.10  7.86 -3.22  0  0  0  0 
23-Nov-2007  11:57:50 1.41  0.09  70.68  0.88  9.17 -3.96  0  1  0  0 
23-Nov-2007  11:57:55 0.78  0.12  68.05  1.81  10.84 -4.81  0  0  0  0 
23-Nov-2007  11:57:58 0.46  0.07  73.41  0.47  9.15  2.97  0  0  0  0 
23-Nov-2007  11:57:59 2.08  0.09  70.93  0.36  9.27  2.42  0  0  0  0 
23-Nov-2007  11:58:01 0.72  0.09  72.18  0.59  6.84  1.71  0  0  0  0 
23-Nov-2007  11:58:02 0.64  0.13  72.17  1.57  9.56 -4.88  0  0  0  0 
23-Nov-2007  11:58:14 0.56  0.06  72.32  1.37  8.13 -3.83  0  0  0  0 
23-Nov-2007  11:58:15 0.39  0.10  73.73  1.89  7.53 -3.88  0  0  0  0 
23-Nov-2007  11:58:16 0.93  0.02  72.15  0.20  7.92  2.41  0  0  0  0 
23-Nov-2007  11:58:19 3.68  0.16  70.02  0.89  6.55 -2.42  0  1  0  0 
23-Nov-2007  11:58:19 0.35  0.15  69.00  1.40  8.55 -3.20  0  0  0  0 
23-Nov-2007  11:58:21 1.20  0.24  69.65  2.37  10.57 -4.90  0  0  0  0 
