Floating wood at Chazey for flood on 20071122
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
23-Nov-2007  10:56:52 1.54  0.11  72.73  1.56  8.06 -3.93  0  0  0  1 
23-Nov-2007  10:56:54 0.52  0.13  70.91  1.86  5.14 -2.00  0  0  0  0 
23-Nov-2007  10:57:02 1.00  0.05  71.92  0.19  11.01  3.80  0  1  1  0 
23-Nov-2007  10:57:11 0.91  0.09  72.58  0.57  11.03  3.93  0  0  0  1 
23-Nov-2007  10:57:21 2.16  0.14  71.03  1.65  7.13 -3.29  1  1  1  1 
23-Nov-2007  10:57:25 2.61  0.06  72.55  1.07  8.52 -4.93  0  0  0  1 
23-Nov-2007  10:57:27 0.61  0.08  74.71  0.44  13.26  5.96  0  1  1  1 
23-Nov-2007  10:57:27 0.81  0.04  78.76  1.13  4.53 -3.24  0  1  0  0 
23-Nov-2007  10:57:36 0.57  0.04  74.19  3.03  8.27 -4.89  0  1  1  1 
23-Nov-2007  10:57:37 0.52  0.05  72.72  1.25  7.90 -4.02  0  0  0  0 
23-Nov-2007  10:57:38 1.06  0.09  74.25  1.60  9.65 -6.35  0  0  0  1 
23-Nov-2007  10:57:38 1.97  0.14  71.66  2.89  11.21 -6.51  0  0  1  1 
23-Nov-2007  10:57:39 1.42  0.11  71.48  2.11  11.90 -6.48  0  0  1  1 
23-Nov-2007  10:57:39 1.23  0.09  75.11  1.56  9.50 -6.78  1  0  0  1 
23-Nov-2007  10:57:48 1.06  0.14  71.20  1.12  9.41 -5.10  0  0  0  0 
23-Nov-2007  10:57:51 1.06  0.16  70.24  1.16  11.35 -6.57  0  1  0  1 
23-Nov-2007  10:57:51 0.78  0.17  71.11  1.95  8.70 -4.87  0  1  1  0 
23-Nov-2007  10:57:57 1.55  0.09  68.59  1.88  6.73 -2.47  0  0  0  0 
23-Nov-2007  10:58:03 1.55  0.15  70.31  0.43  12.34  4.06  0  1  0  0 
23-Nov-2007  10:58:07 0.60  0.07  72.45  0.84  9.32 -4.96  0  0  0  0 
23-Nov-2007  10:58:12 1.00  0.15  69.71  0.35  9.49  2.96  0  0  0  0 
23-Nov-2007  10:58:33 1.01  0.07  72.58  1.37  15.98 -10.20  0  0  0  1 
23-Nov-2007  10:58:40 1.53  0.14  67.81  3.07  9.55 -4.00  0  0  0  0 
23-Nov-2007  10:58:47 2.06  0.11  69.49  0.60  7.64  1.96  0  0  0  1 
23-Nov-2007  10:58:54 1.02  0.09  69.12  1.40  11.55 -6.30  0  0  0  0 
23-Nov-2007  10:58:59 0.65  0.11  67.25  1.26  8.78 -3.84  0  0  0  0 
23-Nov-2007  10:59:03 4.73  0.27  71.56  2.89  9.21 -5.04  0  1  0  1 
23-Nov-2007  10:59:10 0.62  0.08  70.97  2.08  8.34 -3.93  0  0  0  0 
23-Nov-2007  10:59:13 1.18  0.24  65.41  0.95  7.81 -2.87  0  0  0  0 
23-Nov-2007  10:59:14 0.68  0.06  75.48  2.16  12.31 -9.44  0  1  0  1 
23-Nov-2007  10:59:20 1.56  0.07  72.06  1.09  7.73 -3.84  0  1  0  1 
23-Nov-2007  10:59:21 2.53  0.19  67.90  0.66  7.45  1.70  0  1  0  1 
23-Nov-2007  10:59:22 2.06  0.12  69.64  0.60  7.38  1.96  0  0  0  1 
23-Nov-2007  10:59:27 3.49  0.35  70.22  1.05  6.96 -2.80  0  1  1  0 
23-Nov-2007  10:59:28 0.84  0.24  69.38  1.83  9.82 -4.80  0  0  1  1 
23-Nov-2007  10:59:30 1.44  0.12  66.28 -2.96  8.13  1.97  0  0  0  0 
23-Nov-2007  10:59:36 1.28  0.09  71.86  2.19  15.92 -9.89  0  0  0  1 
23-Nov-2007  10:59:38 1.92  0.16  68.64  0.77  6.28  1.45  0  0  0  1 
23-Nov-2007  10:59:39 0.66  0.18  67.94  1.54  8.89 -3.95  0  0  0  0 
23-Nov-2007  10:59:42 0.65  0.11  73.34  1.35  8.95 -4.95  0  1  0  1 
23-Nov-2007  10:59:46 3.53  0.28  66.68  1.52  6.78 -2.44  0  0  0  1 
23-Nov-2007  10:59:49 0.60  0.20  69.85  2.34  10.24 -5.05  0  0  0  0 
23-Nov-2007  11:00:01 1.63  0.14  69.96  2.54  17.91 -10.32  0  0  0  1 
23-Nov-2007  11:00:05 0.62  0.06  73.15  1.18  8.39 -4.76  1  0  0  0 
23-Nov-2007  11:00:12 1.19  0.10  70.20  0.65  9.65  2.96  0  0  0  0 
23-Nov-2007  11:00:14 2.14  0.31  67.76  0.68  7.17  1.48  0  0  0  0 
23-Nov-2007  11:00:21 0.68  0.10  73.65  0.93  11.10 -6.48  0  0  0  0 
23-Nov-2007  11:00:26 0.98  0.09  69.77  0.78  7.08  1.69  0  1  0  0 
23-Nov-2007  11:00:28 1.78  0.09  74.14  1.22  5.73 -2.78  0  1  1  1 
23-Nov-2007  11:00:31 0.34  0.05  74.19  1.49  10.51 -6.42  0  0  0  1 
23-Nov-2007  11:00:31 0.58  0.06  75.13  0.55  9.23  3.97  0  0  0  0 
23-Nov-2007  11:00:36 0.83  0.08  75.07  2.60  5.53 -2.83  0  0  0  0 
23-Nov-2007  11:00:37 1.27  0.09  71.15  0.40  8.64  2.89  0  0  0  1 
23-Nov-2007  11:00:39 0.59  0.10  71.88  2.77  8.08 -3.98  0  0  0  0 
23-Nov-2007  11:00:41 0.67  0.10  73.88  1.55  7.68 -3.94  0  0  0  0 
23-Nov-2007  11:00:49 1.42  0.19  70.34  2.15  9.74 -4.95  0  1  1  1 
23-Nov-2007  11:00:50 1.48  0.22  70.80  2.22  7.40 -3.30  0  1  1  1 
23-Nov-2007  11:00:57 0.93  0.09  71.61  0.72  9.39  2.80  0  0  0  0 
23-Nov-2007  11:01:00 0.72  0.10  68.50  1.67  10.83 -4.75  0  0  0  0 
23-Nov-2007  11:01:11 0.81  0.14  72.76  1.05  10.39 -6.57  0  0  0  0 
23-Nov-2007  11:01:11 1.30  0.36  58.89  1.10  7.14 -1.96  0  0  0  1 
23-Nov-2007  11:01:15 7.62  0.48  71.74  1.24  9.03 -4.85  1  0  0  1 
23-Nov-2007  11:01:18 0.79  0.16  72.78  2.14  9.03 -4.80  0  0  0  1 
23-Nov-2007  11:01:20 0.51  0.14  69.95  1.12  7.90 -3.42  0  0  0  1 
23-Nov-2007  11:01:25 2.14  0.10  71.36  0.58  12.38  3.95  0  0  0  1 
23-Nov-2007  11:01:27 0.83  0.10  69.10  2.85  10.65 -4.93  0  0  0  0 
23-Nov-2007  11:01:28 1.26  0.19  70.04  2.68  12.30 -6.55  0  1  1  1 
23-Nov-2007  11:01:33 1.00  0.13  71.31  1.64  9.49 -4.84  0  0  0  1 
23-Nov-2007  11:01:38 0.68  0.13  68.72  2.61  9.20 -3.99  0  0  0  0 
