Floating wood at Chazey for flood on 20071122
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
23-Nov-2007  13:26:46 1.01  0.11  73.03  0.77  7.89 -3.17  0  1  0  1 
23-Nov-2007  13:26:56 1.59  0.24  69.35  1.65  9.50 -3.85  0  1  0  1 
23-Nov-2007  13:26:59 0.67  0.07  71.69  0.78  8.95 -4.02  0  0  0  1 
23-Nov-2007  13:27:04 1.02  0.27  51.29  1.35  17.16 -4.97  0  0  0  0 
23-Nov-2007  13:27:17 1.03  0.18  70.62  0.61  13.69  4.08  0  1  0  1 
23-Nov-2007  13:27:35 0.94  0.12  71.84  1.25  8.70 -3.80  0  0  0  1 
23-Nov-2007  13:27:43 1.33  0.09  73.80  0.41  16.18  5.98  1  0  0  1 
23-Nov-2007  13:27:58 0.92  0.08  69.29  1.07  8.42 -3.18  0  0  0  1 
23-Nov-2007  13:28:06 1.12  0.10  76.80  1.38  7.70 -4.80  0  1  0  1 
23-Nov-2007  13:28:24 0.77  0.06  73.48  2.02  7.77 -3.14  0  0  0  0 
23-Nov-2007  13:28:34 0.90  0.11  69.96  0.30  9.08  2.45  0  1  0  1 
23-Nov-2007  13:28:51 1.91  0.20  72.19  1.31  12.36 -6.39  1  0  0  1 
23-Nov-2007  13:28:55 0.49  0.14  71.44  1.81  10.47 -4.91  0  0  0  0 
23-Nov-2007  13:29:11 0.66  0.07  70.98  1.28  10.29 -4.77  0  0  0  0 
23-Nov-2007  13:29:16 0.89  0.14  73.42  0.76  12.05 -6.44  0  0  1  1 
23-Nov-2007  13:29:16 0.84  0.11  73.57  2.65  11.66 -6.35  0  0  0  1 
23-Nov-2007  13:29:25 2.03  0.28  67.27  1.47  10.27 -3.87  0  1  0  1 
23-Nov-2007  13:29:29 0.87  0.16  69.29  1.22  9.38 -3.85  0  0  0  1 
23-Nov-2007  13:29:31 0.85  0.16  69.33  2.43  7.27 -2.34  0  0  0  0 
23-Nov-2007  13:29:32 1.28  0.41  62.01  1.48  5.95 -1.49  0  0  0  0 
23-Nov-2007  13:30:01 1.27  0.22  72.07  1.28  6.46 -2.39  0  0  0  0 
23-Nov-2007  13:30:02 0.52  0.09  70.54  0.79  9.03 -3.69  0  0  0  0 
23-Nov-2007  13:30:13 3.34  0.12  75.30  1.37  5.92 -2.74  0  0  0  0 
23-Nov-2007  13:30:26 0.76  0.06  74.65  1.22  15.50 -9.51  0  1  0  1 
23-Nov-2007  13:30:38 6.21  0.15  71.76  0.64  18.44  5.98  1  0  1  1 
23-Nov-2007  13:30:38 1.41  0.07  74.10  0.68  11.76 -6.26  1  0  1  1 
23-Nov-2007  13:30:39 1.65  0.12  73.25  0.34  17.39  6.15  1  0  1  1 
23-Nov-2007  13:30:39 1.85  0.07  73.62  0.28  12.15  4.11  1  0  1  1 
23-Nov-2007  13:30:39 3.32  0.13  73.46  0.22  9.87  3.06  1  0  1  1 
23-Nov-2007  13:30:43 1.62  0.20  70.59  2.89  11.16 -4.79  0  1  1  1 
