Floating wood at Chazey for flood on 20080407
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
10-Apr-2008  16:05:07 1.16  0.11  68.06  0.00  4.96 -1.45  0  0  0  0 
10-Apr-2008  16:05:10 0.55  0.07  74.52  0.65  7.23 -4.06  0  0  1  1 
10-Apr-2008  16:05:11 0.80  0.13  70.68  1.45  4.69 -1.42  0  0  0  0 
10-Apr-2008  16:05:12 1.04  0.16  68.93  0.64  5.13 -1.42  0  0  0  0 
10-Apr-2008  16:05:13 1.17  0.16  69.11  0.80  5.89 -2.16  0  0  0  0 
10-Apr-2008  16:05:14 1.26  0.17  71.44  2.37  5.50 -2.14  0  0  0  0 
10-Apr-2008  16:05:14 0.49  0.18  68.13  2.44  6.13 -2.06  0  0  0  0 
10-Apr-2008  16:05:16 0.59  0.16  67.40  1.26  5.10 -1.60  0  0  0  0 
10-Apr-2008  16:05:20 1.91  0.15  74.08  1.71  7.36 -4.24  0  1  0  1 
10-Apr-2008  16:05:24 0.77  0.10  76.05  0.76  6.46 -3.98  0  1  0  1 
10-Apr-2008  16:05:35 0.71  0.09  73.87  2.41  5.34 -2.34  0  0  0  0 
10-Apr-2008  16:05:37 1.51  0.31  67.11  0.32  5.47 -1.75  0  0  0  0 
10-Apr-2008  16:05:46 1.63  0.21  70.56  1.08  5.22 -1.76  0  0  0  0 
10-Apr-2008  16:05:51 0.51  0.09  71.88  0.72  7.06 -3.25  0  0  0  0 
10-Apr-2008  16:05:52 0.86  0.19  68.69  0.72  12.99 -6.25  0  0  0  0 
10-Apr-2008  16:05:52 1.90  0.19  71.05  1.33  7.21 -3.17  0  0  0  0 
10-Apr-2008  16:06:11 1.22  0.20  67.34  0.65  4.98 -1.39  0  0  0  0 
10-Apr-2008  16:06:12 0.78  0.07  76.34  1.45  3.51 -1.43  0  0  0  0 
10-Apr-2008  16:06:15 0.59  0.15  68.80  2.37  5.17 -1.83  0  0  0  0 
10-Apr-2008  16:06:24 1.08  0.10  70.35  3.06  4.85 -1.40  0  0  0  0 
10-Apr-2008  16:06:33 0.89  0.18  72.22  1.70  5.38 -2.07  0  0  0  0 
10-Apr-2008  16:06:34 1.97  0.07  71.82  0.97  5.24 -1.81  0  0  0  1 
10-Apr-2008  16:06:34 0.70  0.05  75.05  0.73  4.72 -2.53  0  0  0  1 
10-Apr-2008  16:06:35 3.11  0.28  63.55  0.51  4.36 -0.91  0  0  0  0 
10-Apr-2008  16:06:38 0.52  0.07  72.14  1.12  6.38 -3.15  0  0  0  0 
10-Apr-2008  16:06:40 0.59  0.11  74.59  0.82  9.91 -6.00  0  0  0  0 
10-Apr-2008  16:06:42 0.61  0.10  73.36  1.19  4.54 -1.63  0  0  0  0 
10-Apr-2008  16:06:42 0.66  0.10  73.18  1.05  4.82 -1.81  0  0  0  0 
10-Apr-2008  16:06:44 0.48  0.07  71.54 -0.06  7.49 -3.27  0  0  0  0 
10-Apr-2008  16:06:44 0.31  0.11  72.61  1.52  5.40 -2.20  0  0  0  0 
10-Apr-2008  16:06:49 0.94  0.20  70.28  1.30  5.27 -1.67  0  0  0  0 
10-Apr-2008  16:06:50 0.45  0.05  72.07  2.96  5.71 -2.18  0  0  0  0 
10-Apr-2008  16:06:54 0.93  0.12  72.08  0.97  5.78 -2.49  0  0  0  0 
10-Apr-2008  16:06:55 0.40  0.08  72.76  2.01  5.61 -2.09  0  0  0  0 
10-Apr-2008  16:06:57 0.61  0.16  73.56  0.96  5.81 -2.57  0  0  0  0 
10-Apr-2008  16:06:57 0.84  0.06  73.98  1.82  5.03 -2.14  0  0  1  1 
10-Apr-2008  16:06:57 1.63  0.11  72.26  1.06  4.43 -1.42  0  0  0  0 
10-Apr-2008  16:06:58 1.12  0.10  72.24  1.26  4.72 -1.59  0  1  1  0 
10-Apr-2008  16:07:01 0.50  0.09  75.49  1.74  5.19 -2.65  0  0  0  0 
10-Apr-2008  16:07:02 0.39  0.15  70.81  2.05  5.82 -2.05  0  0  0  0 
10-Apr-2008  16:07:08 0.40  0.12  70.95  1.37  5.88 -2.12  0  0  0  0 
10-Apr-2008  16:07:09 0.41  0.04  76.37  1.78  4.04 -2.16  0  0  0  0 
10-Apr-2008  16:07:11 0.81  0.05  72.93  0.36  6.67 -3.27  0  0  0  0 
10-Apr-2008  16:07:13 0.85  0.12  60.13  2.71  9.17 -3.19  0  0  0  0 
10-Apr-2008  16:07:16 0.40  0.10  72.62  1.35  4.51 -1.64  0  0  0  0 
10-Apr-2008  16:07:42 0.80  0.15  73.54  1.41  4.88 -2.15  1  0  0  1 
10-Apr-2008  16:07:43 0.40  0.08  75.76  1.32  4.08 -2.14  0  0  0  0 
10-Apr-2008  16:07:48 0.96  0.11  72.93  1.13  5.95 -2.66  0  0  0  0 
10-Apr-2008  16:07:49 1.19  0.08  73.61  0.59  6.56 -3.19  0  0  1  0 
10-Apr-2008  16:07:49 0.90  0.11  73.44  1.12  5.81 -2.61  0  0  1  1 
10-Apr-2008  16:07:50 0.55  0.05  75.66  1.72  5.75 -3.37  0  0  0  0 
10-Apr-2008  16:07:51 0.75  0.08  74.35  1.05  5.10 -2.24  0  0  0  0 
10-Apr-2008  16:07:52 1.09  0.11  74.92  0.86  6.03 -3.31  0  0  1  1 
10-Apr-2008  16:07:52 0.94  0.06  70.98  2.36  5.74 -2.62  0  0  0  0 
10-Apr-2008  16:07:58 2.31  0.15  74.37  0.95  6.65 -3.28  0  1  1  1 
10-Apr-2008  16:07:59 1.18  0.06  76.60  1.98  9.27 -6.40  0  0  1  0 
10-Apr-2008  16:08:02 0.78  0.10  73.38  0.97  5.39 -2.13  0  0  0  0 
10-Apr-2008  16:08:04 0.48  0.09  74.30  1.24  5.00 -2.55  0  0  0  0 
10-Apr-2008  16:08:05 0.98  0.05  76.51  0.53  5.34 -3.20  0  0  0  0 
10-Apr-2008  16:08:12 2.08  0.19  73.14  1.85  6.78 -3.36  1  0  0  1 
10-Apr-2008  16:08:17 0.89  0.10  72.52  2.00  5.51 -2.52  0  0  0  0 
10-Apr-2008  16:08:19 0.46  0.06  75.31  0.84  5.55 -3.06  0  0  0  0 
10-Apr-2008  16:08:22 0.43  0.07  72.46  0.92  8.08 -4.05  0  0  0  0 
10-Apr-2008  16:08:22 0.65  0.08  73.11  2.35  6.55 -3.24  0  0  0  0 
10-Apr-2008  16:08:24 1.00  0.18  71.68  0.47  5.86 -2.57  0  0  0  0 
10-Apr-2008  16:08:28 0.75  0.09  74.15  2.36  4.47 -1.91  0  0  0  0 
